competition,year,vehicle_type,source_file,team,car_num,overall_place,total_score,penalty,total_score_clean,country,engine_cylinders,num_motors,engine_displacement_cc,tractive_system_voltage_v,weight_reported_kg,weight_reported_lbs,design_status_final_or_blank,design_raw_score,design_document_penalty,design_late_penalty,design_score,presentation_status_final_or_blank_or_rfp,presentation_raw_score,presentation_penalty,presentation_score,cost_adjusted_cost,cost_price_score,cost_accuracy_score,cost_engineering_drawings_score,cost_scenario_score,cost_penalty,cost_score,acceleration_number_of_runs,acceleration_best_time_raw,acceleration_best_time_cones,acceleration_best_adjusted_time,acceleration_penalty,acceleration_score,skidpad_number_of_runs,skidpad_best_time_raw_left,skidpad_best_time_raw_right,skidpad_best_time_raw_average,skidpad_best_time_cones,skidpad_best_adjusted_time,skidpad_penalty,skidpad_score,autocross_number_of_runs,autocross_best_time_raw,autocross_best_time_cones,autocross_best_time_off_course,autocross_best_adjusted_time,autocross_penalty,autocross_score,endurance_number_of_laps,endurance_time_raw,endurance_cones,endurance_off_course,endurance_other_penalty,endurance_time_adjusted,endurance_time_score,endurance_lap_score,endurance_score,efficiency_time_average_adjusted,efficiency_laps_completed,efficiency_fuel_used_ltr,efficiency_energy_used_kwh,efficiency_adjusted_co2_kg,efficiency_average_adjusted_co2_per_lap_kg,efficiency_fuel_type_e85_93_100_ev_etc,efficiency_fuel_efficiency_factor,efficiency_score,endurance_efficiency_score,team_normalized,event_id,entry_id,overall_percentile
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Texas A&M University - College Station,2.0,33.0,516.810865,,516.810865129227,,,,,,,,,100.0,,,100.0,,70.51,,70.51,,,,,,,74.1470537149802,4.0,4.049,,4.049,,75.0,4.0,,,5.225,,5.225,,47.1538114142471,4.0,55.843,,,55.843,,150.0,,,,,,,,,,,,,,,,,,,0.0,texas_a_m_university_college_station,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_2_texas_a_m_university_college_station,73.11
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Massachusetts Institute of Technology,121.0,34.0,515.910937,,515.910936768396,,,,,,,,,60.0,,,60.0,,57.79,,57.79,,,,,,,71.5686475674444,4.0,4.549,,4.549,,48.9683343964866,4.0,,,5.612,,5.612,,26.3704388875538,4.0,68.636,,,68.636,,17.1996922637959,,,,,,,,,,,,,,,,,,,234.013823653115,massachusetts_institute_of_technology,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_121_massachusetts_institute_of_technology,72.27
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Carnegie Mellon University,51.0,35.0,500.78554,,500.785540157933,,,,,,,,,80.0,,,80.0,,58.61,,58.61,,,,,,,74.6692529528681,4.0,4.45,,4.45,,53.6581407734906,3.0,,,5.6775,,5.6775,,23.266806356056,4.0,67.266,,,67.266,,29.0061709425376,,,,,,,,,,,,,,,,,,,181.575169132981,carnegie_mellon_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_51_carnegie_mellon_university,71.43
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Southern California,114.0,36.0,493.369748,,493.369748061897,,,,,,,,,80.0,,,80.0,,33.64,,33.64,,,,,,,83.1824359737185,,,,,,0.0,,,,,,,,0.0,4.0,64.286,,,64.286,,56.4251730974886,,,,,,,,,,,,,,,,,,,240.12213899069,university_of_southern_california,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_114_university_of_southern_california,70.59
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,RMIT University,15.0,37.0,481.93767,,481.937670404494,,,,,,,,,125.0,,,125.0,,75.0,,75.0,,,,,,,82.598686685825,4.0,4.671,,4.671,,43.4624169862993,4.0,,,5.4325,,5.4325,,35.458675298062,4.0,58.262,,,58.262,,120.417891434308,,,,,,,,,,,,,,,,,,,0.0,rmit_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_15_rmit_university,69.75
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Texas - Arlington,87.0,38.0,479.844401,,479.844401433646,,,,,,,,,120.0,,,120.0,,68.79,,68.79,,,,,,,64.5376478332975,4.0,4.325,,4.325,,59.8862978380645,4.0,,,5.229,,5.229,,46.9151201570929,4.0,58.322,,,58.322,,119.715335605191,,,,,,,,,,,,,,,,,,,0.0,university_of_texas_arlington,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_87_university_of_texas_arlington,68.91
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Michigan - Dearborn,55.0,39.0,460.350749,,460.350748606181,,,,,,,,,80.0,,,80.0,,46.18,,46.18,,,,,,,94.6,4.0,5.451,,5.451,,14.085635055514,3.0,,,5.7685,2.0,6.2685,,2.5,4.0,67.239,,,67.239,,29.2436877263431,,,,,,,,,,,,,,,,,,,193.741425824323,university_of_michigan_dearborn,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_55_university_of_michigan_dearborn,68.07
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Michigan - Ann Arbor,129.0,40.0,459.376793,,459.376792541662,,,,,,,,,100.0,,,100.0,,56.42,,56.42,,,,,,,88.4798911268372,4.0,4.347,,4.347,,58.7641693326643,4.0,,,5.262,,5.262,,44.9666410483187,4.0,59.099,,,59.099,,110.746091033842,,,,,,,,,,,,,,,,,,,0.0,university_of_michigan_ann_arbor,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_129_university_of_michigan_ann_arbor,67.23
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Shibaura Institute of Technology,125.0,41.0,455.148805,,455.148804857275,,,,,,,,,80.0,,,80.0,,52.87,,52.87,,,,,,,74.9158329429935,4.0,5.261,,5.261,,20.4390143476815,2.0,,,5.565,,5.565,,28.6653260936931,4.0,70.046,1.0,,72.046,,7.5,,,,,,,,,,,,,,,,,,,190.758631472907,shibaura_institute_of_technology,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_125_shibaura_institute_of_technology,66.39
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Michigan State University,24.0,42.0,452.406893,,452.406893351751,,,,,,,,,100.0,,,100.0,,69.11,,69.11,,,,,,,89.1135101467256,4.0,4.578,,4.578,,47.6329634018032,4.0,,,5.291,,5.291,,43.2843519776359,4.0,59.763,,,59.763,,103.266067825586,,,,,,,,,,,,,,,,,,,0.0,michigan_state_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_24_michigan_state_university,65.55
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Lawrence Technological University,47.0,43.0,432.584686,,432.58468600826,,,,,,,,,110.0,,,110.0,,40.89,,40.89,,,,,,,75.2476198554266,4.0,4.476,,4.476,,52.4063869541674,2.0,,,5.832,,5.832,,16.377,4.0,65.934,,,65.934,,40.9555843554125,,,,,,,,,,,,,,,,,,,96.7080948432533,lawrence_technological_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_47_lawrence_technological_university,64.71
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Illinois - Urbana-Champaign,20.0,44.0,432.445505,,432.445505257296,,,,,,,,,100.0,,,100.0,,65.48,,65.48,,,,,,,82.0738590472332,4.0,4.309,,4.309,,60.7095882219079,3.0,,,5.3055,,5.3055,,42.453533432902,4.0,61.761,,,61.761,,81.7285245552525,,,,,,,,,,,,,,,,,,,0.0,university_of_illinois_urbana_champaign,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_20_university_of_illinois_urbana_champaign,63.87
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Washington University,34.0,45.0,426.02022,,426.020219870928,,,,,,,,,60.0,,,60.0,,48.75,,48.75,,,,,,,84.8137861275335,4.0,4.384,,4.384,,56.9023514196267,4.0,,,5.801,,5.801,,17.6983351614845,4.0,70.175,,,70.175,,7.5,,,,,,,,,,,,,,,,,,,150.355747162283,washington_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_34_washington_university,63.03
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Oregon State University,27.0,46.0,423.110255,,423.110255124228,,,,,,,,,100.0,,,100.0,,67.3,,67.3,,,,,,,81.4130576901166,4.0,4.437,,4.437,,54.2895189676861,3.0,,,5.561,,5.561,,28.8633268355351,4.0,60.862,,,60.862,,91.2443516308903,,,,,,,,,,,,,,,,,,,0.0,oregon_state_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_27_oregon_state_university,62.18
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Auburn University,3.0,47.0,421.067372,,421.067371922704,,,,,,,,,100.0,,,100.0,,59.82,,59.82,,,,,,,82.3561451304579,4.0,4.235,,4.235,,64.5982258746394,3.0,,,5.5255,,5.5255,,30.6394691286593,4.0,59.577,1.0,,61.577,,83.6535317889469,,,,,,,,,,,,,,,,,,,0.0,auburn_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_3_auburn_university,61.34
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Cincinnati,56.0,48.0,412.356073,,412.356072948293,,,,,,,,,100.0,,,100.0,,57.01,,57.01,,,,,,,87.1069926953704,4.0,5.035,,5.035,,28.6205782821222,3.0,,,5.4545,,5.4545,,34.2963560238805,4.0,59.579,,,59.579,,105.32214594692,,,,,,,,,,,,,,,,,,,0.0,university_of_cincinnati,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_56_university_of_cincinnati,60.5
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Helsinki Polytechnic,81.0,49.0,410.706135,,410.706134600575,,,,,,,,,110.0,,,110.0,,66.81,,66.81,,,,,,,78.6561314580142,4.0,4.559,,4.559,,48.5059425823667,4.0,,,5.5725,,5.5725,,28.2952232800366,4.0,62.078,,,62.078,,78.4388372801572,,,,,,,,,,,,,,,,,,,0.0,helsinki_polytechnic,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_81_helsinki_polytechnic,59.66
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Clemson University,71.0,50.0,410.088618,,410.088618211438,,,,,,,,,80.0,,,80.0,,37.11,,37.11,,,,,,,88.0207904698004,,,,,,0.0,,,,,,,,0.0,4.0,62.054,1.0,,64.054,,58.6668484360061,,,,,,,,,,,,,,,,,,,146.290979305631,clemson_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_71_clemson_university,58.82
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Toronto,12.0,51.0,393.534904,,393.534904390957,,,,,,,,,100.0,,,100.0,,58.69,,58.69,,,,,,,66.2894676608728,4.0,4.451,,4.451,,53.6097259825595,4.0,,,5.303,1.0,5.553,,29.2606127249786,4.0,59.384,1.0,,61.384,,85.6850980225461,,,,,,,,,,,,,,,,,,,0.0,university_of_toronto,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_12_university_of_toronto,57.98
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Universite Du Quebec - Chicoutimi,63.0,52.0,390.821784,,390.82178398542,,,,,,,,,80.0,,,80.0,,35.27,,35.27,,,,,,,79.3688794926004,4.0,4.659,,4.659,,43.9911961508764,3.0,,,5.716,,5.716,,21.4921140840948,4.0,69.01,,,69.01,,14.0580625364129,,,,,,,,,,,,,,,,,,,116.641531721435,universite_du_quebec_chicoutimi,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_63_universite_du_quebec_chicoutimi,57.14
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Florida,38.0,53.0,385.892442,,385.892442108669,,,,,,,,,80.0,,,80.0,,52.02,,52.02,,,,,,,81.0623415325797,1.0,4.675,,4.675,,43.2867605066013,3.0,,,5.348,,5.348,,40.0571864461988,4.0,61.028,,,61.028,,89.4661536232895,,,,,,,,,,,,,,,,,,,0.0,university_of_florida,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_38_university_of_florida,56.3
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Universidad Simon Bolivar,96.0,54.0,379.737753,,379.737753090983,,,,,,,,,110.0,,,110.0,,57.38,,57.38,,,,,,,89.5748543504956,4.0,4.828,,4.828,,36.7863883674946,4.0,,,5.765,,5.765,,19.2846348264975,3.0,63.235,,,63.235,,66.7118755464957,,,,,,,,,,,,,,,,,,,0.0,universidad_simon_bolivar,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_96_universidad_simon_bolivar,55.46
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,McGill University,16.0,55.0,369.180247,,369.18024655676,,,,,,,,,100.0,,,100.0,,44.62,,44.62,,,,,,,72.8685883201884,4.0,4.601,,4.601,,46.5858457507623,2.0,,,5.607,,5.607,,26.636,4.0,62.075,,,62.075,,78.4698124858088,,,,,,,,,,,,,,,,,,,0.0,mcgill_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_16_mcgill_university,54.62
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Oakland University,60.0,56.0,367.282076,,367.282075602739,,,,,,,,,100.0,,,100.0,,49.07,,49.07,,,,,,,83.5518069147118,4.0,4.905,,4.905,,33.668359597632,4.0,,,5.7865,,5.7865,,18.3337012062093,4.0,61.672,,,61.672,,82.6582078841854,,,,,,,,,,,,,,,,,,,0.0,oakland_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_60_oakland_university,53.78
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Ecole Polytechnique De Montreal,19.0,57.0,361.637043,,361.637042664916,,,,,,,,,80.0,,,80.0,,46.5,,46.5,,,,,,,84.9153318732514,4.0,4.183,,4.183,,67.4130919075921,4.0,,,6.0275,,6.0275,,8.36102877725366,4.0,62.467,,,62.467,,74.4475901068186,,,,,,,,,,,,,,,,,,,0.0,ecole_polytechnique_de_montreal,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_19_ecole_polytechnique_de_montreal,52.94
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Akron,7.0,58.0,355.840353,,355.840352555856,,,,,,,,,100.0,,,100.0,,53.05,,53.05,,,,,,,82.936606448836,4.0,4.853,,4.853,,35.7631940442499,4.0,,,5.669,,5.669,,23.6635021003134,4.0,63.873,,,63.873,,60.4270499624566,,,,,,,,,,,,,,,,,,,0.0,university_of_akron,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_7_university_of_akron,52.1
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of California - San Diego,122.0,59.0,350.938231,,350.938231294022,,,,,,,,,100.0,,,100.0,,45.25,,45.25,,,,,,,65.068245243129,4.0,4.634,,4.634,,45.1016152802012,4.0,,,5.476,,5.476,,33.173961302925,4.0,63.677,,,63.677,,62.3444094677665,,,,,,,,,,,,,,,,,,,0.0,university_of_california_san_diego,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_122_university_of_california_san_diego,51.26
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Alabama - Tuscaloosa,100.0,60.0,349.495145,,349.495144684322,,,,,,,,,60.0,,,60.0,,47.74,,47.74,,,,,,,65.5063505969035,4.0,4.538,,4.538,,49.4793191273437,4.0,,,5.682,,5.682,,23.057511341698,3.0,59.723,,,59.723,,103.711963618376,,,,,,,,,,,,,,,,,,,0.0,university_of_alabama_tuscaloosa,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_100_university_of_alabama_tuscaloosa,50.42
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Guelph,120.0,61.0,347.416868,,347.416867904243,,,,,,,,,80.0,,,80.0,,46.63,,46.63,,,,,,,71.0741623729286,4.0,4.568,,4.568,,48.091520882238,4.0,,,5.649,,5.649,,24.6039776726665,4.0,62.216,,,62.216,,77.01720697641,,,,,,,,,,,,,,,,,,,0.0,university_of_guelph,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_120_university_of_guelph,49.58
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Pittsburgh,53.0,62.0,337.224761,,337.224761488395,,,,,,,,,80.0,,,80.0,,55.22,,55.22,,,,,,,82.1779995189325,4.0,4.353,,4.353,,58.4601028088967,4.0,,,5.708,,5.708,,21.881,4.0,66.095,,,66.095,,39.4856591605659,,,,,,,,,,,,,,,,,,,0.0,university_of_pittsburgh,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_53_university_of_pittsburgh,48.74
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Colorado - Boulder,79.0,63.0,329.01812,,329.018119530138,,,,,,,,,60.0,,,60.0,,37.84,,37.84,,,,,,,76.8968090035574,4.0,4.676,,4.676,,43.2428933436057,4.0,,,5.564,,5.564,,28.7147862472557,4.0,61.704,,,61.704,,82.3236309357197,,,,,,,,,,,,,,,,,,,0.0,university_of_colorado_boulder,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_79_university_of_colorado_boulder,47.9
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Old Dominion University,112.0,64.0,328.488866,,328.488865671138,,,,,,,,,60.0,,,60.0,,59.09,,59.09,,,,,,,70.4408461723488,4.0,4.457,,4.457,,53.319693467895,4.0,,,5.749,,5.749,,19.9992411669119,4.0,61.343,1.0,,63.343,,65.6390848639821,,,,,,,,,,,,,,,,,,,0.0,old_dominion_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_112_old_dominion_university,47.06
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Kanagawa Institute of Technology,82.0,65.0,323.036874,,323.036873688907,,,,,,,,,80.0,,,80.0,,42.22,,42.22,,,,,,,76.027251459027,4.0,4.377,,4.377,,57.2521730133126,4.0,,,5.7735,,5.7735,,18.9074143889103,4.0,65.106,,,65.106,,48.6300348276571,,,,,,,,,,,,,,,,,,,0.0,kanagawa_institute_of_technology,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_82_kanagawa_institute_of_technology,46.22
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Tokyo Denki University,95.0,66.0,321.144468,,321.14446849935,,,,,,,,,80.0,,,80.0,,32.53,,32.53,,,,,,,74.3086855464547,4.0,4.545,,4.545,,49.1538608458219,2.0,,,6.032,,6.032,,8.18610509546364,2.0,62.221,,,62.221,,76.9658170116095,,,,,,,,,,,,,,,,,,,0.0,tokyo_denki_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_95_tokyo_denki_university,45.38
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Ohio State University,10.0,67.0,312.768427,,312.768426982784,,,,,,,,,80.0,,,80.0,,56.67,,56.67,,,,,,,93.950846931929,4.0,4.635,,4.635,,45.0569685253057,4.0,,,5.754,,5.754,,19.798,1.0,68.625,,,68.625,,17.2926115255495,,,,,,,,,,,,,,,,,,,0.0,ohio_state_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_10_ohio_state_university,44.54
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Windsor,45.0,68.0,309.399659,,309.399659202487,,,,,,,,,100.0,,,100.0,,53.68,,53.68,,,,,,,82.6358486409844,4.0,4.829,,4.829,,36.7452571846352,4.0,,,5.5615,,5.5615,,28.838553376867,2.0,69.926,,,69.926,,7.5,,,,,,,,,,,,,,,,,,,0.0,university_of_windsor,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_45_university_of_windsor,43.7
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Minnesota - Minneapolis,137.0,69.0,309.183468,,309.183468014996,,,,,,,,,80.0,,,80.0,,37.32,,37.32,,,,,,,72.3568750870352,2.0,4.85,,4.85,,35.8854204077788,4.0,,,6.162,,6.162,,3.29702235303733,2.0,70.841,,,70.841,,7.5,,,,,,,,,,,,,,,,,,,72.8241501671447,university_of_minnesota_minneapolis,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_137_university_of_minnesota_minneapolis,42.86
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Maryland - College Park,33.0,70.0,298.587027,,298.587027366205,,,,,,,,,80.0,,,80.0,,35.57,,35.57,,,,,,,69.153083769037,4.0,4.577,,4.577,,47.6787289812357,3.0,,,5.513,,5.513,,31.273054033325,4.0,66.601,,,66.601,,34.9121605826077,,,,,,,,,,,,,,,,,,,0.0,university_of_maryland_college_park,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_33_university_of_maryland_college_park,42.02
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,LeTourneau University,13.0,71.0,287.256766,,287.256766177237,,,,,,,,,80.0,,,80.0,,67.71,,67.71,,,,,,,69.0918421085947,4.0,4.673,,4.673,,43.3745511567906,2.0,,,5.913,,5.913,,12.9471095711063,4.0,69.001,,,69.001,,14.1332633407457,,,,,,,,,,,,,,,,,,,0.0,letourneau_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_13_letourneau_university,41.18
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Northern Illinois University,117.0,72.0,277.438409,,277.43840931702,,,,,,,,,80.0,,,80.0,,52.45,,52.45,,,,,,,86.640145586206,2.0,5.271,,5.271,,20.0932068955691,4.0,,,5.713,,5.713,,21.629114061982,2.0,66.704,1.0,,68.704,,16.6259427732629,,,,,,,,,,,,,,,,,,,0.0,northern_illinois_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_117_northern_illinois_university,40.34
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Case Western Reserve University,43.0,73.0,274.084763,,274.084762791001,,,,,,,,,50.0,,,50.0,,45.56,,45.56,,,,,,,32.5891815523288,4.0,5.596,,5.596,,9.52726288541746,3.0,,,6.473,,6.473,,2.5,4.0,67.15,,,67.15,,30.0279659063011,,,,,,,,,,,,,,,,,,,103.880352446954,case_western_reserve_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_43_case_western_reserve_university,39.5
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Purdue University,119.0,74.0,274.062875,,274.062874552899,,,,,,,,,80.0,,,80.0,,53.45,,53.45,,,,,,,87.9673494448735,,,,,,0.0,,,,,,,,0.0,4.0,64.681,,,64.681,,52.6455251080258,,,,,,,,,,,,,,,,,,,0.0,purdue_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_119_purdue_university,38.66
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Manitoba,131.0,75.0,267.800742,,267.800742367824,,,,,,,,,80.0,,,80.0,,46.28,,46.28,,,,,,,82.70574597106,4.0,5.23,,5.23,,21.519421297636,2.0,,,6.422,,6.422,,2.5,4.0,66.614,,,66.614,,34.795575099128,,,,,,,,,,,,,,,,,,,0.0,university_of_manitoba,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_131_university_of_manitoba,37.82
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Oklahoma State University,65.0,76.0,266.825411,,266.825411191466,,,,,,,,,80.0,,,80.0,,29.52,,29.52,,,,,,,72.4218310946817,,,,,,0.0,,,,,,,,0.0,4.0,61.46,,,61.46,,84.8835800967844,,,,,,,,,,,,,,,,,,,0.0,oklahoma_state_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_65_oklahoma_state_university,36.97
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,National University of Singapore,130.0,77.0,266.373534,,266.373534153839,,,,,,,,,60.0,,,60.0,,57.42,,57.42,,,,,,,64.6,4.0,4.512,,4.512,,50.6970054598994,4.0,,,5.8395,,5.8395,,16.0342359830707,4.0,68.586,,,68.586,,17.6222927108686,,,,,,,,,,,,,,,,,,,0.0,national_university_of_singapore,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_130_national_university_of_singapore,36.13
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Carleton University,37.0,78.0,255.342537,,255.342537327748,,,,,,,,,100.0,,,100.0,,63.55,,63.55,,,,,,,79.1689584889418,2.0,6.921,,6.921,,3.5,3.0,,,6.008,,6.008,,9.12357883880585,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,carleton_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_37_carleton_university,35.29
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Arizona,68.0,79.0,251.899783,,251.899783393045,,,,,,,,,100.0,,,100.0,,65.63,,65.63,,,,,,,86.2697833930448,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,university_of_arizona,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_68_university_of_arizona,34.45
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,SAE Brasil,17.0,80.0,246.579176,,246.57917597997,,,,,,,,,80.0,,,80.0,,48.41,,48.41,,,,,,,77.1741127470218,3.0,4.973,,4.973,,30.9950632329485,4.0,,,6.819,,6.819,,2.5,4.0,77.505,,,77.505,,7.5,,,,,,,,,,,,,,,,,,,0.0,sae_brasil,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_17_sae_brasil,33.61
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Alberta,127.0,81.0,242.972787,,242.972786580594,,,,,,,,,60.0,,,60.0,,56.54,,56.54,,,,,,,82.1662050106974,4.0,4.812,,4.812,,37.4468122478878,4.0,,,6.0675,,6.0675,,6.81976932200917,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,university_of_alberta,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_127_university_of_alberta,32.77
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Portland,39.0,82.0,240.156767,,240.156766591788,,,,,,,,,60.0,,,60.0,,44.55,,44.55,,,,,,,68.4001460925928,1.0,5.364,,5.364,,16.9389516845812,,,,,,,,0.0,4.0,64.932,,,64.932,,50.2676688146141,,,,,,,,,,,,,,,,,,,0.0,university_of_portland,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_39_university_of_portland,31.93
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Lehigh University,40.0,83.0,233.430465,,233.43046527247,,,,,,,,,80.0,,,80.0,,44.0,,44.0,,,,,,,78.9914509247889,2.0,5.261,,5.261,,20.4390143476815,2.0,,,6.578,,6.578,,2.5,3.0,73.56,,,73.56,,7.5,,,,,,,,,,,,,,,,,,,0.0,lehigh_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_40_lehigh_university,31.09
