Competition,Year,Class,Source File,School,Car Number,Overall Place,Total Score Raw,Total Penalty,Total Score,Country,Number of Cylinders,Number of Motors,Engine Displacement (cc),Tractive System Voltage (V),Weight (kg),Weight (lbs),Design Status (Final or Blank),Design Raw Score,Design Document Penalty,Design Late Penalty,Design Score,Presentation Status (Final or Blank or RFP),Presentation Raw Score,Presentation Penalty,Presentation Score,Cost Adjusted Cost,Cost Price Score,Cost Accuracy Score,Cost Engineering Drawings Score,Cost Scenario Score,Cost Penalty,Cost Score,Acceleration Number of Runs,Acceleration Best Time Raw,Acceleration Best Time Cones,Acceleration Best Adjusted Time,Acceleration Penalty,Acceleration Score,Skidpad Number of Runs,Skidpad Best Time Raw Left,Skidpad Best Time Raw Right,Skidpad Best Time Raw Average,Skidpad Best Time Cones,Skidpad Best Adjusted Time,Skidpad Penalty,Skidpad Score,Autocross Number of Runs,Autocross Best Time Raw,Autocross Best Time Cones,Autocross Best Time Off Course,Autocross Best Adjusted Time,Autocross Penalty,Autocross Score,Endurance Number of Laps,Endurance Time Raw,Endurance Cones,Endurance Off Course,Endurance Other Penalty,Endurance Time Adjusted,Endurance Time Score,Endurance Lap Score,Endurance Score,Efficiency Time Average Adjusted,Efficiency Laps Completed,Efficiency Fuel Used (ltr),Efficiency Energy Used (kWh),Efficiency Adjusted CO2 (kg),Efficiency Average Adjusted CO2 per Lap (kg),"Efficiency Fuel Type (E85/93/100/EV, etc.)",Efficiency Fuel Efficiency Factor,Efficiency Score,Endurance+Efficiency Score
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Penn State Univ - University Park,68,79,265.5,,265.5,US,4,,600,,186.4,411,0,55,,,55,,54.8,,54.8,"$12,836",15,,,16,,64.5,4,5.330,,5.330,,34.4,4,5.357,6.234,5.7955,,5.795,,16.4,4,63.729,,,63.729,,35.5,5,777.360,,3,,,,,5,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,York College of Pennsylvania,99,80,262.1,,262.1,US,2,,450,,182.8,403,0,70,,,70,,35.6,,35.6,"$16,203",9.5,,,20,,62.6,4,5.083,,5.083,,45.1,2,5.686,6.013,5.8495,,5.849,,13.8,3,64.975,,,64.975,,29.9,5,806.497,,2,120,,,,5,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Lakehead Univ,111,81,251.3,,251.3,CA,4,,600,,247.2,545,0,70,,,70,,33.7,,33.7,"$13,648",13.4,,,20,,66.5,4,5.098,,5.098,,44.4,4,6.123,6.124,6.1235,,6.123,,3.5,4,66.793,,,66.793,,22.1,11,1868.017,10,11,170,,,,11,207.092,11,4.698,,10.852,0.9865,100,,0,11
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Colorado Mesa University,108,82,238.2,,238.2,US,4,,600,,225.9,498,0,55,,,55,,42.5,,42.5,"$12,917",14.8,,,16,,61.8,1,5.735,,5.735,,18.8,2,6.123,5.904,6.0135,,6.013,,6.4,2,65.237,,,65.237,,28.8,11,1852.952,1,,,1854.952,,,25,168.632,11,6.337,,14.638,1.3307,93,,0,25
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,South Dakota State Univ,125,83,233.4,,233.4,US,4,,600,,211.8,467,0,55,10,,45,,47.6,,47.6,"$10,353",21.2,,,16,,60.7,4,5.255,,5.255,,37.5,2,6.017,6.014,6.0155,,6.015,,6.3,4,63.582,,,63.582,,36.2,0,0.000,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of British Columbia - Okanagan,83,84,223,,223.0,CA,4,,600,,256.3,565,0,55,,,55,,35.5,,35.6,"$16,945",8.6,,,18,,57.7,2,5.210,,5.210,,39.5,2,5.796,5.793,5.7945,,5.794,,16.4,3,65.348,2,,69.348,,11.9,7,1237.897,2,4,,,,,7,188.842,7,3.488,,8.057,1.1510,100,,0,7
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Cooper Union,118,85,218.1,,218.1,US,4,,600,,213.2,470,0,110,,,110,,39.6,,39.6,"$16,210",9.5,,,20,,67.5,,,,,,,,,,,,,,,,,,,,,,1,162.686,2,2,,,,,1,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Purdue Univ - Northwest,26,86,213,,213.0,US,4,,600,,206.8,456,0,55,,,55,,53.7,,53.7,"$14,566",11.9,,,15,,64.9,2,8.995,,8.995,,4.5,2,6.123,6.780,6.4515,,6.451,,3.5,2,81.739,,,81.739,,6.5,11,2228.860,7,7,,2382.860,,,25,216.624,11,3.957,,9.140,0.8309,93,,0,25
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Florida Inst of Tech,20,87,212.8,,212.8,US,4,,600,,243.1,536,0,70,,,70,,30.9,,30.9,"$12,482",15.7,,,14,,54.2,4,5.700,,5.700,,20.1,,,,,,,,,2,69.149,,,69.149,,12.6,11,1742.057,5,8,,1912.057,,,25,173.823,11,4.549,,10.508,0.9553,93,,0,25
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Rochester Institute of Technology,74,88,221.5,10,211.5,US,1,,450,,193.2,426,1,137,,,137,,34.9,,34.9,"$20,568",5.1,,,17,,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Binghamton Univ,114,89,206.9,,206.9,US,4,,600,,299.8,661,0,55,,,55,,41.6,,41.6,"$13,990",12.8,,,16,,58.3,4,5.738,,5.738,,18.7,3,5.683,6.123,5.903,1,6.028,,5.8,4,65.731,,,65.731,,26.6,1,191.426,,1,,,,,1,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Universidad Metropolitana,98,90,202.4,,202.4,VE,4,,600,,254.5,561,0,45,10,,35,,54.2,,54.2,"$11,431",18.2,,,15,,59.3,,,,,,,2,5.906,6.123,6.0145,,6.014,,6.4,2,64.692,1,,66.692,,22.6,11,2152.228,3,10,,2358.228,,,25,214.384,11,5.919,,13.672,1.2429,93,,0,25
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Universite Du Quebec a Trois-Rivieres,93,91,191.5,,191.5,CA,4,,600,,210.9,465,0,55,10,,45,,57.8,,57.8,"$11,018",19.3,,,19,,63.8,,,,,,,,,,,,,,,,,,,,,,11,1850.878,6,6,,1982.878,,,25,180.262,11,3.254,,7.516,0.6833,93,,0,25
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Mississippi State Univ,101,92,187.9,,187.9,US,2,,470,,210,463,0,55,,,55,,59.9,,59.9,"$14,064",12.7,,,15,,59.0,1,18.457,,18.457,,4.5,1,8.200,8.417,8.3085,,8.308,,3.5,,,,,,,,6,1020.780,4,6,,,,,6,191.463,6,3.010,,4.966,0.8277,E85,,0,6
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Louisiana - Lafayette,49,93,182.9,,182.9,US,4,,600,,241.8,533,0,55,,,55,,43.0,,43.0,"$10,799",19.9,,,15,,65.9,,,,,,,2,9.077,10.717,9.897,,9.897,,3.5,2,72.585,1,,74.585,,6.5,9,1976.001,11,9,20,,,,9,244.222,9,4.397,,10.157,1.1286,93,,0,9
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Kennesaw State University,58,94,182.7,,182.7,US,4,,630,,176.9,390,0,70,,,70,,48.2,,48.3,"$9,166",25.4,,,4,,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Pellissippi State Community College,32,95,181.4,,181.4,US,4,,600,,262.2,578,0,70,10,,60,,33.3,,33.3,"$17,933",7.5,,,15,,54.0,2,10.072,,10.072,,4.5,1,5.356,5.797,5.5765,,5.576,,27.6,,,,,,,,2,500.261,,,,,,,2,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Texas Tech Univ,103,96,177.7,,177.7,US,1,,450,,195.5,431,0,70,,,70,,45.4,,45.4,"$16,396",9.3,,,15,,53.8,,,,,,,1,6.014,6.233,6.1235,,6.123,,3.5,,,,,,,,5,744.694,4,2,,,,,5,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,US Naval Academy,110,97,176.9,,176.9,US,2,,500,,210.9,465,0,45,,,45,,69.1,,69.1,"$17,700",7.8,,,15,,54.8,,,,,,,,,,,,,,,,,,,,,,8,1281.603,8,3,,,,,8,169.700,8,2.712,,6.264,0.7830,93,,0,8
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of North Florida,82,98,170.4,,170.4,US,4,,600,,203.7,449,0,70,,,70,,34.9,,34.9,"$14,876",11.4,,,17,,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,IPN - UPIITA,44,99,168.2,,168.2,MX,4,,600,,255.4,563,0,55,,,55,,37.3,,37.3,"$8,808",26.9,,,16,,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Kettering Univ,106,100,168.1,,168.1,US,1,,450,,155.6,343,0,70,,,70,,37.6,,37.6,"$11,135",19,,,20,,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Florida International Univ,72,101,216.7,50,166.7,US,1,,475,,215.5,475,0,55,,,55,,50.0,,50.0,"$14,027",12.7,,,15,,57.2,,,,,,,2,6.343,5.687,6.015,1,6.140,,3.5,1,61.545,,,61.545,,45.9,5,994.089,,7,,,,,5,226.818,5,2.051,,4.737,0.9474,93,,0,5
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,South Dakota School of Mines & Tech,104,102,164.1,,164.1,US,1,,690,,212.7,469,0,55,,,55,,45.3,,45.3,"$15,360",10.7,,,20,,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Washington State Univ,97,103,154.9,,154.9,US,4,,650,,251.7,555,0,45,,,45,,48.6,,48.6,"$12,940",14.8,,,17,,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Universidad Autonoma Estado Mexico,120,104,143.5,,143.5,MX,1,,440,,240,529,0,55,10,,45,,27.1,,27.1,"$8,485",28.4,,,17,,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Polytechnic Univ of Puerto Rico,131,105,141.3,,141.3,US,4,,600,,323,712,0,55,10,,45,,36.0,,36.0,"$29,993",,,,20,,43.5,2,5.847,,5.847,,14.9,,,,,,,,,,,,,,,,2,316.795,3,1,,,,,2,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of New Hampshire,30,106,137,,137.0,US,1,,450,,201.4,444,0,55,,,55,,33.4,,33.4,"$23,505",3.1,,,12,,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Bradley Univ,17,107,85.6,,85.6,US,2,,470,,231.8,511,0,,,,,,,,,"$11,284",18.6,,,8,,46.1,1,7.938,,7.938,,4.5,1,7.983,7.980,7.9815,,7.981,,3.5,2,76.153,,,76.153,,6.5,11,2164.520,13,19,9,2579.520,,,25,234.502,11,5.727,,13.229,1.2026,93,,0,25
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Vaughn College of Aeronautics,48,108,51.6,10,41.6,US,4,,600,,,,0,,,,,,,,,"$11,472",18.1,,,,,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Embry-Riddle Aero Univ - Daytona Beach,15,,,,,US,4,,600,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Auburn Univ,22,,,,,US,4,,600,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Florida A&M Univ/Florida State Univ,25,,,,,US,4,,600,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Ferris State University,53,,,,,US,1,,475,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Warsaw University of Technology,59,,,,,PL,4,,600,,,,0,,,,,,35.0,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Queen's Univ,61,,,,,CA,4,,600,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,California State Poly Univ - Pomona,87,,,,,US,4,,600,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Louisville,95,,,,,US,4,,600,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Central Michigan Univ,96,,,,,US,4,,600,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Alabama A & M Univ,112,,,,,US,4,,600,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,West Virginia Univ,116,,,,,US,1,,450,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,California State Univ - Fullerton,129,,,,,US,2,,690,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Univ of Illinois - Urbana Champaign,44,1,854.2,,854.2,US,4,,600,,192.3,424,1,150,,,150,,40.1,,40.1,"$13,797",30.4,,,18,,87.4,4,4.587,,4.587,,76.4,2,5.244,5.500,5.372,,5.372,,48.2,4,43.842,,,43.842,,121.0,10,1400.045,1,,,1402.045,,,275.0,140.205,10,4.352,,10.053,1.0053,93,0.278,56.1,331.1
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Villanova Univ,119,2,837.8,,837.8,US,4,,600,,211.4,466,1,115,,,115,,58.4,,58.4,"$15,236",28.2,,,18,,67.3,4,4.287,,4.287,,94.8,3,5.256,5.337,5.2965,,5.296,,53.1,4,45.022,,,45.022,,111.1,10,1463.401,3,,,1469.401,,,238.1,146.940,10,1.209,,2.792,0.2792,100,0.954,100.0,338.1
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Univ of Florida,67,3,795.5,,795.5,US,4,,600,,200.5,442,1,135,,,135,,49.2,,49.2,"$21,848",18.2,,,12.5,,58.7,4,4.209,,4.209,,100.0,3,5.617,5.367,5.492,,5.492,,40.7,4,43.568,,,43.568,,123.4,10,1485.612,,,,1485.612,,,229.7,148.561,10,3.931,,9.080,0.9080,93,0.290,58.8,288.5
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Kettering Univ,54,4,743.6,,743.6,US,1,,450,,172.8,381,0,100,,,100,,49.1,,49.1,"$12,308",32.7,,,0.5,,66.2,4,4.432,,4.432,,85.6,2,5.570,5.263,5.4165,,5.416,,45.4,4,43.764,,,43.764,,121.7,10,1453.519,6,2,30,1535.519,,,205.0,153.552,10,4.258,,7.025,0.7025,E85,0.363,70.6,275.6
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,University of Alabama - Tuscaloosa,96,5,732.1,,732.1,US,4,,600,,207.7,458,0,100,,,100,,64.1,,64.1,"$21,261",19.1,,,18,,65.1,4,4.439,,4.439,,85.2,4,5.090,5.327,5.2085,,5.208,,59.2,4,44.955,,,44.955,,111.7,10,1556.520,1,1,,1578.520,,,184.9,157.852,10,3.503,,8.091,0.8091,93,0.306,61.9,246.8
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Purdue Univ - W. Lafayette,52,6,728.4,,728.4,US,1,,450,,176.4,389,1,135,,,135,,74.8,,74.8,"$18,979",22.6,,,18,,72.6,4,4.893,,4.893,,59.9,4,5.033,5.187,5.11,,5.110,,66.2,4,45.220,,,45.220,,109.5,10,1519.272,5,1,120,1669.272,,,146.0,166.927,10,3.166,,7.313,0.7313,93,0.321,64.4,210.4
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Louisiana State Univ,68,7,706.7,,706.7,US,4,,600,,193.7,427,0,80,,,80,,53.5,,53.6,"$17,260",25.2,,,14,,65.2,4,4.565,,4.565,,77.6,4,5.133,4.967,5.05,,5.050,,70.8,4,44.231,,,44.231,,117.7,10,1436.576,1,1,120,1578.576,,,184.9,157.858,10,3.810,,8.801,0.8801,93,0.282,57.0,241.9
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Univ of Akron,115,8,685.7,,685.7,US,1,,450,,180.1,397,1,115,,,115,,47.7,,47.7,"$21,522",18.7,,,17,,69.7,3,5.067,,5.067,,51.5,2,5.603,5.726,5.6645,,5.664,,30.9,4,47.105,,,47.105,,94.9,10,1517.308,2,,,1521.308,,,211.8,152.131,10,4.889,,8.066,0.8066,E85,0.319,64.1,275.9
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,North Carolina State Univ - Raleigh,48,9,678.6,,678.6,US,4,,636,,214.5,473,1,115,10,,105,,60.4,,60.5,"$19,009",22.5,,,18,,74.5,2,4.642,,4.642,,73.3,3,5.270,5.207,5.2385,,5.238,,57.1,2,52.721,,,52.721,,57.4,10,1565.730,,,,1565.730,,,190.8,156.573,10,5.099,,8.413,0.8413,E85,0.297,60.1,250.9
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Univ of Connecticut,104,10,657.5,,657.5,US,4,,600,,223.2,492,0,100,,,100,,32.2,,32.2,"$17,155",25.3,,,19,,80.3,,,,,,,2,5.363,5.387,5.375,1,5.500,,40.3,2,43.596,,,43.596,,123.2,10,1380.664,9,4,,1478.664,,,233.3,147.866,10,4.648,,10.736,1.0736,93,0.247,48.3,281.6
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Oklahoma State Univ,55,11,656,,656.0,US,4,,636,,246.3,543,0,80,,,80,,40.7,,40.7,"$12,971",31.7,,,12.5,,75.2,4,4.585,,4.585,,76.5,4,5.633,5.610,5.6215,,5.621,,33.3,4,47.706,,,47.706,,90.4,10,1599.264,3,,,1605.264,,,173.0,160.526,10,1.916,,4.425,0.4425,93,0.551,86.8,259.8
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Univ of Nebraska - Lincoln,65,12,648.6,,648.6,US,4,,636,,216.8,478,0,100,,,100,,40.4,,40.4,"$15,920",27.2,,,20,,77.2,4,5.094,,5.094,,50.2,2,5.383,5.494,5.4385,,5.438,,44.0,4,46.348,,,46.348,,100.6,10,1536.964,6,1,,1568.964,,,189.3,156.896,10,6.258,,10.325,1.0325,E85,0.242,46.8,236.1
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Univ of Waterloo,106,13,641.1,,641.1,CA,1,,450,,171.5,378,0,100,,,100,,72.7,,72.7,"$19,786",21.4,,,17,,77.4,1,4.875,,4.875,,60.9,1,5.740,5.890,5.815,,5.815,,23.0,2,46.435,,,46.435,,99.9,10,1556.786,1,7,,1698.786,,,134.3,169.879,10,2.614,,6.038,0.6038,93,0.382,73.0,207.3
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Hope College,83,14,619.7,,619.7,US,4,,600,,254.5,561,0,60,,,60,,46.4,,46.4,"$15,761",27.5,,,9.5,,71.0,4,4.855,,4.855,,61.9,4,5.383,5.367,5.375,,5.375,,48.0,4,49.278,,,49.278,,79.3,10,1544.140,4,1,,1572.140,,,187.8,157.214,10,3.308,,7.641,0.7641,93,0.326,65.2,253
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Technische Universitat Berlin,146,15,617.6,,617.6,DE,1,,500,,175.5,387,1,148,,,148,,71.5,,71.5,"$21,008",19.5,,,20,,79.5,2,5.415,,5.415,,36.2,4,4.943,5.050,4.9965,,4.996,,75.0,4,43.558,,,43.558,,123.5,7,985.680,,1,,,,,7,143.669,7,2.763,,4.558,0.6511,E85,0.418,76.9,83.9
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Saginaw Valley State Univ,95,16,610.8,,610.8,US,4,,600,,217.7,480,0,80,10,,70,,50.6,,50.6,"$17,066",25.5,,,16.5,,52.0,4,4.722,,4.722,,68.9,4,5.383,5.433,5.408,,5.408,,45.9,4,46.007,,,46.007,,103.2,10,1541.676,1,3,,1603.676,,,173.7,160.368,10,4.397,,10.157,1.0157,100,0.240,46.5,220.2
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Univ of Kansas - Lawrence,63,17,577.3,,577.3,US,4,,600,,218.2,481,0,80,,,80,,67.0,,67.0,"$21,124",19.3,,,9,,40.3,4,4.975,,4.975,,55.9,2,6.130,6.147,6.1385,,6.138,,8.0,4,47.038,,,47.038,,95.4,10,1546.825,3,1,,1572.825,,,187.5,157.283,10,6.566,,10.833,1.0833,E85,0.230,43.2,230.7
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Univ of North Florida,150,18,569.1,,569.1,US,4,,600,,215.5,475,0,80,,,80,,42.9,,42.9,"$17,670",24.6,,,10.5,,61.1,4,5.378,,5.378,,37.8,4,5.047,5.496,5.2715,,5.271,,54.8,4,48.066,,,48.066,,87.8,10,1595.333,6,2,,1647.333,,,155.1,164.733,10,4.084,,9.434,0.9434,93,0.252,49.7,204.8
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Univ of Missouri,74,19,560.8,,560.8,US,4,,600,,228.2,503,0,80,,,80,,20.0,,20.0,"$16,490",26.3,,,1.5,10,53.9,2,5.014,,5.014,,54.0,1,5.393,5.777,5.585,,5.585,,35.3,2,49.077,,,49.077,,80.7,10,1564.049,,,,1564.049,,,191.6,156.405,10,4.580,,10.579,1.0579,93,0.237,45.3,236.9
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Univ of South Florida,61,20,554.2,,554.2,US,4,,600,,229.1,505,0,80,,,80,,45.1,,45.1,"$25,223",13.1,,,12.5,,54.6,4,4.281,,4.281,,95.2,3,5.513,5.544,5.5285,,5.528,,38.6,4,48.018,,,48.018,,88.2,10,1706.857,,1,,1726.857,,,123.5,172.686,10,6.092,,14.072,1.1727,93,0.193,29.0,152.5
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Kennesaw State University,86,21,549.1,,549.1,US,4,,600,,207.7,458,0,80,,,80,,34.7,,34.7,"$10,740",35.1,,,15.5,,82.6,4,4.473,,4.473,,83.1,4,5.370,5.617,5.4935,,5.493,,40.7,4,50.765,,,50.765,,69.5,10,1692.123,1,3,,1754.123,,,113.3,175.412,10,4.086,,9.438,0.9438,93,0.236,45.3,158.6
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Univ of Texas - Arlington,151,22,527.2,,527.2,US,2,,320,,188.7,416,0,110,,,110,,59.2,,59.2,"$15,871",27.3,,,17,,82.3,4,4.655,,4.655,,72.6,4,5.217,5.313,5.265,,5.265,,55.2,4,47.372,,,47.372,,92.9,9,1455.802,1,2,,,,,9,166.422,9,5.370,,8.860,0.9844,E85,0.239,46.0,55
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Georgia Institute of Technology,70,23,522.3,,522.3,US,4,,600,,214.1,472,0,100,,,100,,75,,75.0,"$19,974",21.1,,,19,10,63.1,4,4.971,,4.971,,56.1,4,5.223,5.163,5.193,,5.193,,60.2,4,45.263,,,45.263,,109.2,6,900.515,1,1,,,,,6,153.753,6,2.508,,5.793,0.9655,100,0.264,52.8,58.8
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Wayne State Univ,144,24,510,,510.0,US,4,,600,,200.5,442,0,60,,,60,,51.6,,51.6,"$11,442",34,,,15,,67.0,4,4.731,,4.731,,68.4,4,5.794,5.886,5.84,,5.840,,21.7,4,50.749,,,50.749,,69.6,10,1710.982,,1,,1730.982,,,121.9,173.098,10,3.887,,8.978,0.8978,100,0.252,49.7,171.6
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Univ of North Carolina - Charlotte,81,25,507.3,,507.3,US,1,,510,,216.4,477,0,80,,,80,,51.6,,51.6,"$18,497",23.3,,,9,,56.3,4,5.009,,5.009,,54.3,3,5.750,5.694,5.722,,5.722,,27.8,4,49.965,,,49.965,,74.7,10,1749.679,,3,,1809.679,,,93.5,180.968,10,2.664,,6.153,0.6153,100,0.352,69.1,162.6
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Kansas State Univ,77,26,503.9,,503.9,US,3,,675,,217.3,479,0,80,,,80,,54.2,,54.2,"$20,868",19.7,,,17.5,,71.2,4,4.392,,4.392,,88.1,4,5.430,5.510,5.47,,5.470,,42.1,4,45.951,,,45.951,,103.7,8,1263.131,2,2,,,,,8,163.391,8,4.142,,6.834,0.8543,E85,0.280,56.7,64.7
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Texas A&M - College Station,126,27,494,,494.0,US,1,,690,,184.2,406,0,100,,,100,,54.8,,54.8,"$14,910",28.7,,,10,,74.7,4,4.513,,4.513,,80.7,4,5.260,5.283,5.2715,,5.271,,54.8,4,43.386,,,43.386,,125.0,4,575.005,,,,,,,4,,,,,,,,,,
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Penn State Univ - University Park,131,28,490.3,,490.3,US,4,,600,,209.1,461,0,60,,,60,,37.6,,37.6,"$15,645",27.6,,,1,,40.6,4,4.506,,4.506,,81.1,3,5.373,5.583,5.478,,5.478,,41.6,4,51.133,,,51.133,,67.1,10,1697.687,12,3,,1781.687,,,103.4,178.169,10,3.271,,7.556,0.7556,93,0.291,58.9,162.3
